RF_mav,RF_rms,RF_wl,BF_mav,BF_rms,BF_wl,VM_mav,VM_rms,VM_wl,ST_mav,ST_rms,ST_wl,prediction_label
0.0632895,0.08540794547347454,3.3663,0.030836500000000003,0.048323890054506165,3.1109999999999998,0.053183999999999995,0.06261980836764035,2.1491000000000002,0.021793500000000004,0.03042362650967172,1.9987,-11.5975
0.027424999999999998,0.034876474879207614,1.38,0.008877000000000001,0.017403608821161203,1.0906,0.030559,0.03549037193380763,0.7052999999999999,0.0071475,0.010306117115577525,0.9555,-4.733499999999999
0.00821,0.011496234166021498,0.3086,0.005991000000000001,0.009441678876132148,0.7037,0.005115,0.006476079060666261,0.28990000000000005,0.009572500000000001,0.012774096836958768,1.0514000000000001,1.6210000000000002
0.004948,0.00775858878920645,0.30300000000000005,0.010166,0.017853512259496728,1.1198000000000001,0.005601,0.0066921595916415505,0.3415,0.007599,0.010457318011803983,0.7920999999999999,-2.9844999999999997
0.015603,0.025492640114354575,0.7111999999999998,0.002708,0.003923302180561676,0.3271,0.053073999999999996,0.07773571637284885,1.7250999999999999,0.006194999999999999,0.008433563896716501,0.5753000000000001,-32.4785
0.018096,0.023704147316450767,0.7495,0.0026024999999999998,0.0034667780430826544,0.2399,0.00931,0.012071690022527915,0.31489999999999996,0.0029354999999999997,0.0038483827772195426,0.2898,-50.913000000000004
0.015014500000000002,0.01988929485929554,0.6923000000000001,0.004249,0.008385702117294652,0.4754,0.037887500000000005,0.11855355604114116,2.1830999999999996,0.0039225,0.006449236388906829,0.39560000000000006,-15.002499999999998
0.12467600000000001,0.2584342427001499,6.460700000000001,0.047583,0.06995828614252925,4.457,0.10382300000000001,0.1712929908081472,3.5375999999999994,0.029322,0.03863329781419132,2.9957,-8.68
0.053761,0.07691087309347099,2.2491000000000003,0.016566499999999998,0.029021580763287168,1.6757,0.044049500000000005,0.05261880889948004,1.0533,0.013562000000000003,0.020076640655249077,1.8848000000000003,-6.0889999999999995
0.0384795,0.06303607340245743,1.5685999999999998,0.0079415,0.013102604702882553,1.0822,0.026676500000000002,0.03819468876689533,0.9603,0.010584,0.015873298333994732,1.4884,1.0715000000000001
0.025446000000000003,0.03450829900183433,1.3493,0.016654500000000003,0.027463176254759754,1.6956000000000002,0.009424000000000002,0.013018198800141285,0.4329,0.012504,0.016613557716515747,1.1389,-2.3235
0.060263500000000005,0.12077818408139775,3.2108,0.0030884999999999997,0.004836026261301731,0.3397,0.059047,0.10496271861951749,2.1421,0.0045745,0.006418017606706919,0.46330000000000005,-26.606000000000005
0.023477,0.034973204028227095,0.994,0.0026024999999999998,0.0032662746363403064,0.21400000000000002,0.016002500000000003,0.026886908524410162,0.5129000000000001,0.003808,0.004855121007760774,0.29660000000000003,-52.602999999999994
0.028886000000000002,0.039153663940939165,1.0009000000000001,0.0033809999999999995,0.00488170052338322,0.4181,0.009574000000000001,0.013410492160990961,0.4989,0.005625,0.007813289960061639,0.7751999999999999,-20.16
0.11972349999999998,0.25222824257009757,7.254299999999999,0.036042,0.048008351356821244,3.6950000000000003,0.1235445,0.1840990715620261,5.0714999999999995,0.028213999999999996,0.03836752011793308,2.8818,-8.831
0.042035,0.05392511566978786,1.9101,0.009988,0.016144584231252285,1.0344,0.025551499999999998,0.029893255928386254,0.8251000000000001,0.013545000000000003,0.018129950358453824,1.6084999999999998,-9.242
0.024417,0.03512329426463298,0.9506,0.0064215,0.012927898127692685,0.6753,0.0131365,0.015845429940522283,0.4133,0.0114845,0.01488164473436992,1.2774,-0.055
0.004520499999999999,0.006194299799008763,0.20389999999999997,0.0152705,0.041083297701133975,1.5212,0.007479500000000001,0.012255327413006965,0.34120000000000006,0.0138795,0.019471542055009408,1.4899,0.43750000000000006
0.007081500000000001,0.009307134360263637,0.35250000000000004,0.017413,0.02780265634791036,2.4682,0.00479,0.006027379198291742,0.3263,0.0097225,0.01354132379053097,1.0267000000000002,-10.8235
0.0071195,0.008800502826543493,0.4037,0.006023000000000001,0.010706166447426455,0.7550000000000001,0.011805,0.015157648234472259,0.4447,0.0063315,0.009581980484221412,0.7580999999999999,-42.917
0.0122145,0.015082077111591758,0.39980000000000004,0.0086265,0.014569130035798294,1.3202,0.0069700000000000005,0.009989684679708365,0.4164,0.008766000000000001,0.01162141127402348,1.1425,-39.2385
0.101848,0.18793275526102415,4.5487,0.0168325,0.025597922767287194,1.7770000000000001,0.09990500000000001,0.18221949977979857,4.0699000000000005,0.01214,0.01642773569302842,1.3399999999999999,-6.315999999999999
0.0520255,0.07226727440550114,2.2732,0.0205655,0.031938261536908985,2.394,0.022784999999999996,0.03442767781887126,0.8503000000000001,0.025149499999999998,0.03219012193204617,2.5616999999999996,-6.025499999999999
0.01845,0.026301108341664995,0.8917999999999999,0.0027205000000000003,0.0035724571376015138,0.39339999999999997,0.009233,0.01256629221369613,0.5043000000000001,0.010677500000000001,0.014275823969214526,1.7543,-0.873
0.0120485,0.016606888630926627,0.5381,0.0020529999999999997,0.0027006665843824556,0.3149,0.005465,0.007321591357075319,0.3054,0.008713,0.012480536847427677,1.3476000000000001,0.8555000000000001
0.004491,0.005917617763931698,0.3226,0.0023915,0.003103876608372182,0.3634,0.0041695,0.0055817425594522,0.41100000000000003,0.0113745,0.015501440255666568,1.7963999999999998,-0.13450000000000004
0.0096615,0.015962570281756006,0.4944,0.0018759999999999998,0.0024052234823400504,0.2953,0.004738,0.0061989999193418285,0.4633,0.007434,0.010914119295664677,1.085,-6.5585
0.006330500000000001,0.007873369672509985,0.4366000000000001,0.0019825,0.0026142398512760835,0.2485,0.005037000000000001,0.006389076615599472,0.4339,0.004591,0.007919981060583416,0.6885000000000001,-8.9815
0.007995500000000001,0.01137953206419315,0.6169,0.0068709999999999995,0.016047470205611848,0.6096,0.005119,0.006255245798527823,0.4032,0.0034465,0.006252363553089344,0.3367,-7.1145000000000005
0.006281999999999999,0.00815733412335182,0.4998,0.031634999999999996,0.04779584814604716,3.3616,0.003458,0.0045148532645037315,0.368,0.012031999999999998,0.01693291174015857,1.126,-8.4345
